num,reg,pos,loc,res,1,3,4,5,6,7,10,12,13,15,16,17,18,23,80,96,97,98,101,102,103,104,108,109,110,112,113,114,115,118,119,120,129,131,133,138,139,140,142,144,145,146
65,0,1, 1051770,benign, 546, 22, 8804, 0, 5568, 2237, 41, 350, 539, 0, 167, 33972, 405, 416, 36, 6376, 505, 2, 3, 11518, 9619, 18754, 130, 165, 142, 5789, 5476, 7753, 42, 35, 29, 8, 4, 2, 0, 25208, 28531, 30826, 2, 159, 211, 255
66,1,4, 1058770,benign, 765, 22, 8831, 0, 5573, 2238, 41, 350, 539, 0, 166, 34240, 405, 378, 35, 7637, 336, 1, 3, 11899, 9797, 18748, 182, 217, 142, 5570, 5712, 7756, 42, 35, 29, 8, 3, 2, 0, 26014, 29281, 31502, 2, 155, 207, 251
67,6,19, 1053862,benign, 613, 22, 8802, 0, 5572, 2239, 42, 350, 539, 0, 160, 33405, 405, 418, 36, 6907, 340, 1, 3, 11440, 9353, 18772, 122, 157, 142, 5801, 5458, 7753, 42, 35, 29, 9, 3, 1, 1, 25685, 29016, 31254, 2, 185, 239, 283
68,7,14, 1056629,benign, 691, 24, 8812, 0, 5569, 2237, 41, 350, 539, 0, 158, 33752, 405, 388, 37, 6949, 321, 8, 3, 12186, 9926, 18748, 130, 165, 142, 5811, 5453, 7757, 42, 35, 29, 8, 4, 7, 0, 25577, 28808, 31056, 2, 182, 234, 278
69,6,9, 1057535,benign, 725, 22, 8842, 0, 5570, 2240, 41, 350, 539, 0, 164, 33924, 405, 523, 35, 7236, 353, 1, 3, 12497, 10381, 18842, 130, 165, 142, 5303, 5968, 7742, 34, 35, 31, 9, 3, 2, 0, 25937, 29190, 31422, 2, 155, 207, 251
70,8,31, 1057544,benign, 703, 23, 8842, 4, 5570, 2242, 41, 350, 539, 0, 160, 33473, 405, 392, 35, 7176, 264, 131, 3, 11457, 9310, 18709, 135, 170, 142, 5568, 5696, 7756, 41, 35, 29, 8, 3, 1, 0, 25635, 28878, 31150, 2, 142, 194, 238
71,2,5, 1053034,SDC, 578, 22, 8818, 0, 5564, 2244, 41, 350, 534, 0, 164, 33919, 400, 370, 36, 7088, 319, 8, 2, 11691, 9553, 18733, 155, 190, 142, 5549, 5710, 7748, 42, 36, 28, 8, 3, 8, 0, 25695, 29185, 31452, 2, 142, 194, 238
72,7,6, 1060218,benign, 480, 23, 8801, 0, 5568, 2237, 41, 351, 539, 0, 155, 33004, 405, 431, 34, 6102, 328, 13, 3, 11245, 9096, 18757, 153, 188, 142, 5271, 5996, 7747, 34, 35, 29, 8, 3, 0, 0, 25219, 28436, 30668, 2, 175, 227, 271
73,6,29, 1059792,benign, 456, 22, 8789, 4, 5564, 2239, 41, 350, 539, 0, 159, 33143, 405, 398, 36, 6124, 466, 26, 3, 11436, 9221, 18739, 162, 198, 142, 5978, 5294, 7735, 42, 35, 29, 9, 3, 0, 0, 24837, 28231, 30508, 2, 180, 232, 276
74,6,0, 1054164,benign, 598, 22, 8840, 4, 5568, 2238, 41, 350, 539, 0, 158, 33648, 405, 411, 34, 6662, 264, 2, 2, 11380, 9144, 18709, 130, 165, 142, 5541, 5717, 7757, 41, 35, 31, 8, 4, 1, 0, 25311, 28499, 30747, 2, 182, 235, 279
